timestamp,ekf_x,ekf_y,ekf_yaw,gt_x,gt_y,gt_yaw,gt_vx,gt_vy,gnss_x,gnss_y,imu_yaw_rate,imu_accel_x,odom_velocity,gnss_available,lead_x,lead_y
1773666197.876740,4.3941,-0.5236,0.0085,10.5841,-0.0410,-0.0019,1.3487,-0.0026,12.9029,0.1584,-0.001221,1.996814,1.3487,True,69.6600,0.0000
1773666197.976688,4.5355,-0.5466,0.0090,10.6352,0.1298,-0.0055,1.5193,-0.0084,12.9029,0.1584,0.000816,2.122845,1.5193,True,70.2600,0.0000
1773666198.076629,4.9702,-0.0432,0.0284,10.8953,0.0214,-0.0055,1.7310,-0.0095,11.8724,0.3030,0.007184,2.366963,1.7310,True,70.8600,0.0000
1773666198.176445,5.1227,-0.0116,0.0285,11.0014,-0.0225,0.0023,1.9551,0.0045,11.8724,0.3030,0.001890,2.430837,1.9551,True,71.4600,0.0000
1773666198.276783,4.3682,0.1832,0.0384,11.2632,0.0154,-0.0088,2.2794,-0.0201,9.0281,0.2130,0.004811,2.490539,2.2795,True,72.0600,0.0000
1773666198.376511,4.6081,0.2447,0.0387,11.5002,0.0227,-0.0009,2.3571,-0.0020,9.0281,0.2130,0.010612,2.503329,2.3571,True,72.6600,0.0000
1773666198.476509,5.2660,0.3610,0.0411,11.7082,0.0194,0.0003,2.6933,0.0008,12.4390,0.3335,0.004579,2.383736,2.6933,True,73.2600,0.0000
1773666198.576616,5.5582,0.4287,0.0414,11.8618,-0.0098,0.0066,3.1201,0.0207,12.4390,0.3335,0.005260,2.550446,3.1202,True,73.8600,0.0000
1773666198.676513,5.8364,1.1135,0.0793,12.3747,0.0406,0.0062,3.0485,0.0189,12.1785,1.5175,0.001267,2.609508,3.0485,True,74.4600,0.0000
1773666198.782339,6.1522,1.2431,0.0795,12.6160,-0.0931,-0.0054,3.4938,-0.0190,12.1785,1.5175,-0.002548,2.474483,3.4938,True,75.0600,0.0000
1773666198.876572,5.7773,-0.9069,-0.1067,12.9573,0.0092,0.0060,3.6755,0.0220,10.7896,-2.7370,0.008388,2.468878,3.6755,True,75.6600,0.0000
1773666198.976684,6.1456,-1.0212,-0.1064,13.4011,0.0192,-0.0026,3.9192,-0.0103,10.7896,-2.7370,-0.000437,2.581469,3.9193,True,76.2600,0.0000
1773666199.076610,7.9769,-1.3088,-0.1112,13.7417,-0.0409,0.0018,4.1566,0.0073,16.9059,-1.4388,0.003600,2.574304,4.1566,True,76.8600,0.0000
1773666199.177047,8.4823,-1.4666,-0.1111,14.2567,-0.0137,-0.0065,4.2722,-0.0279,16.9059,-1.4388,0.005384,2.555790,4.2723,True,77.4600,0.0000
1773666199.276410,8.4381,0.5057,0.1263,14.6286,0.0286,-0.0053,4.7107,-0.0252,13.9338,2.1176,0.001667,2.483659,4.7108,True,78.0600,0.0000
1773666199.376637,8.9171,0.6213,0.1262,15.1516,-0.0066,-0.0015,4.8955,-0.0072,13.9338,2.1176,0.002448,2.521112,4.8955,True,78.6600,0.0000
1773666199.476205,9.8881,-0.2752,0.0178,15.7499,0.0121,-0.0021,5.2306,-0.0108,16.9017,-1.3014,-0.001581,2.477660,5.2306,True,79.2600,0.0000
1773666199.642223,9.9912,-0.2734,0.0178,15.7499,0.0121,-0.0021,5.2306,-0.0108,16.9017,-1.3014,-0.001581,2.477660,5.2306,True,79.2600,0.0000
1773666199.677276,10.4449,1.1305,0.1714,16.6059,-0.0946,-0.0051,5.8173,-0.0299,15.7344,2.2666,0.007896,2.474581,5.8174,True,80.4600,0.0000
1773666199.777298,11.0188,1.2969,0.1719,17.2365,-0.1118,-0.0057,5.9004,-0.0335,15.7344,2.2666,0.008048,2.381215,5.9005,True,81.0600,0.0000
1773666199.876609,12.2067,-1.2004,-0.1090,17.8855,-0.0289,0.0032,6.1821,0.0198,19.1908,-3.7480,-0.001263,2.251801,6.1821,True,81.6600,0.0000
1773666199.978186,12.8434,-1.3002,-0.1092,18.5628,-0.0207,-0.0057,6.3743,-0.0366,19.1908,-3.7480,-0.007986,1.978574,6.3745,True,82.2000,0.0000
1773666200.078231,12.1445,-1.1171,-0.0916,19.1808,-0.0380,-0.0080,6.5004,-0.0517,15.9992,-0.7756,0.011890,1.901724,6.5006,True,82.7400,0.0000
1773666200.176693,12.7593,-1.1944,-0.0913,19.6424,0.0095,0.0027,6.6678,0.0177,15.9992,-0.7756,0.006143,1.756268,6.6678,True,83.3400,0.0000
1773666200.276736,14.0850,-0.1870,0.0422,20.3483,0.0130,-0.0078,6.7661,-0.0531,21.3796,0.8035,0.002288,1.542672,6.7663,True,83.8800,0.0000
1773666200.380544,14.7638,-0.1515,0.0424,21.0219,0.0056,0.0028,6.8690,0.0190,21.3796,0.8035,-0.005069,1.495182,6.8690,True,84.4200,0.0000
1773666200.477003,15.3497,-0.6241,-0.0209,21.6663,-0.0558,-0.0023,7.0813,-0.0161,21.3412,-1.1111,0.010685,1.365637,7.0813,True,85.0200,0.0000
1773666200.578279,16.0763,-0.6469,-0.0203,22.3502,0.0011,0.0058,7.2745,0.0421,21.3412,-1.1111,-0.007045,1.267558,7.2746,True,85.5600,0.0000
1773666200.676534,16.6541,-2.9307,-0.2528,23.0696,0.0023,-0.0026,7.4822,-0.0196,22.4673,-5.0559,-0.001204,1.028538,7.4823,True,86.1600,0.0000
1773666200.778037,17.3630,-3.1734,-0.2527,23.8244,-0.0534,-0.0049,7.3912,-0.0365,22.4673,-5.0559,0.007480,0.939866,7.3913,True,86.7600,0.0000
1773666200.876991,18.0629,-1.6112,-0.1143,24.4525,0.0007,-0.0133,7.5005,-0.0996,24.0782,0.4207,-0.001471,0.856909,7.5011,True,87.3000,0.0000
1773666200.976708,18.8101,-1.7127,-0.1141,25.2600,-0.0091,0.0067,7.5730,0.0507,24.0782,0.4207,0.005845,0.713919,7.5732,True,87.9000,0.0000
1773666201.079471,20.0788,-0.3604,0.0076,25.9593,-0.0022,0.0053,7.7051,0.0408,26.8689,1.1154,-0.000148,0.516182,7.7052,True,88.4400,0.0000
1773666201.180545,20.8622,-0.3205,0.0075,26.7720,0.0412,0.0004,7.7971,0.0029,26.8689,1.1154,-0.005875,0.332147,7.7971,True,89.1000,0.0000
1773666201.276220,21.9059,-0.8140,-0.0304,27.6303,-0.1011,-0.0013,7.6607,-0.0098,28.4917,-1.3802,-0.001578,0.376819,7.6607,True,89.6400,0.0000
1773666201.376694,22.6642,-0.8248,-0.0305,28.2677,0.0394,-0.0008,7.9726,-0.0065,28.4917,-1.3802,0.010869,0.420437,7.9726,True,90.3000,0.0000
1773666201.476770,23.1557,-1.2002,-0.0525,29.1095,-0.0627,-0.0022,8.0226,-0.0174,28.6114,-1.5833,0.007963,0.355841,8.0226,True,90.9000,0.0000
1773666201.576879,23.9453,-1.2442,-0.0525,29.8383,-0.0480,-0.0010,7.7990,-0.0078,28.6114,-1.5833,0.011835,0.391957,7.7990,True,91.5000,0.0000
1773666201.677779,24.7514,0.1286,0.0339,30.7053,-0.0586,0.0059,7.8976,0.0470,30.8718,1.2024,-0.009616,0.387900,7.8977,True,92.1000,0.0000
1773666201.776738,25.5356,0.2441,0.0340,31.4621,0.0313,0.0041,7.8789,0.0323,30.8718,1.2024,-0.001554,0.255822,7.8789,True,92.7000,0.0000
1773666201.904226,25.5356,0.2441,0.0340,31.4621,0.0313,0.0041,7.8789,0.0323,30.8718,1.2024,-0.001554,0.255822,7.8789,True,92.7000,0.0000
1773666201.986821,27.3099,-3.0065,-0.1234,32.9963,-0.0397,-0.0066,7.8277,-0.0516,33.0534,-5.5741,-0.006380,0.310013,7.8279,True,93.6600,0.0000
1773666202.080952,26.7588,-1.2131,-0.0383,33.6991,0.0467,-0.0014,8.1070,-0.0110,31.3576,0.6645,-0.001376,0.320701,8.1070,True,94.3200,0.0000
1773666202.184933,27.8834,-1.2236,-0.0376,34.4886,-0.0284,-0.0002,8.1487,-0.0019,31.3576,0.6645,0.003924,0.298870,8.1487,True,94.9800,0.0000
1773666202.287264,28.5353,-1.2627,-0.0388,35.2430,-0.0450,-0.0029,8.0096,-0.0228,34.0671,-1.3062,-0.001942,0.160998,8.0096,True,95.5800,0.0000
1773666202.385756,29.3806,-1.2763,-0.0388,36.0074,-0.0033,0.0003,8.0124,0.0027,34.0671,-1.3062,-0.002199,0.233390,8.0124,True,96.0000,0.0000
1773666202.479124,30.5662,-0.2009,0.0039,36.5709,-0.0311,-0.0080,8.0080,-0.0641,37.2304,0.5614,-0.000677,0.068671,8.0082,True,96.5400,0.0000
1773666202.577132,31.4674,-0.0721,0.0041,37.4603,0.0390,-0.0051,8.0550,-0.0411,37.2304,0.5614,0.009538,0.248484,8.0551,True,97.2000,0.0000
1773666202.677045,31.7655,2.7025,0.0880,38.2093,-0.0600,0.0144,8.1295,0.1172,36.6814,4.6041,-0.001812,0.136924,8.1304,True,97.7400,0.0000
1773666202.777081,32.5363,3.0861,0.0882,39.0168,-0.0557,0.0049,8.1028,0.0396,36.6814,4.6041,0.011798,0.232866,8.1029,True,98.3400,0.0000
1773666202.876267,34.0091,0.4093,-0.0026,39.8047,-0.0306,-0.0021,8.0506,-0.0172,41.3071,-2.1714,-0.001500,0.103921,8.0506,True,98.8800,0.0000
1773666202.980543,34.9537,0.4701,-0.0023,40.5968,-0.0917,0.0001,8.0634,0.0011,41.3071,-2.1714,-0.001312,0.203445,8.0634,True,99.4800,0.0000
1773666203.076689,35.7867,-1.1684,-0.0442,41.4049,-0.0527,-0.0012,8.1167,-0.0097,42.0663,-2.5497,0.000852,0.152724,8.1167,True,100.0800,0.0000
1773666203.179811,36.6109,-1.3021,-0.0440,42.2338,0.0367,-0.0078,8.1784,-0.0638,42.0663,-2.5497,0.000685,0.098513,8.1786,True,100.6200,0.0000
1773666203.276312,38.1643,-2.8868,-0.0760,43.0966,0.0238,0.0026,8.1242,0.0208,45.6500,-3.9347,0.009688,-0.014215,8.1242,True,101.2800,0.0000
1773666203.376670,38.9514,-3.1770,-0.0758,43.8508,-0.0030,0.0022,7.9973,0.0177,45.6500,-3.9347,0.010682,0.163185,7.9974,True,101.8800,0.0000
1773666203.485944,40.1201,0.4131,-0.0028,44.6797,0.0486,-0.0049,8.1248,-0.0401,46.5970,3.4584,-0.002403,0.048022,8.1249,True,102.4800,0.0000
1773666203.576885,41.0417,0.5853,-0.0028,45.4750,-0.0357,0.0029,8.1912,0.0235,46.5970,3.4584,0.002644,0.163143,8.1913,True,103.0800,0.0000
1773666203.676620,41.9207,0.6813,-0.0034,46.1236,0.0278,0.0022,8.2061,0.0177,47.8516,0.4489,0.003368,0.080175,8.2062,True,103.6800,0.0000
1773666203.780302,42.5891,0.7987,-0.0033,47.1468,-0.0047,-0.0011,8.3305,-0.0089,47.8516,0.4489,-0.009393,-0.069147,8.3305,True,104.2800,0.0000
1773666203.876261,43.2401,-0.5116,-0.0250,47.9383,0.0378,0.0031,8.2705,0.0254,48.4343,-1.7259,0.008086,-0.164944,8.2706,True,104.8800,0.0000
1773666203.976637,44.0465,-0.5298,-0.0247,48.6992,0.0234,-0.0042,8.0425,-0.0337,48.4343,-1.7259,0.003084,0.052090,8.0426,True,105.4800,0.0000
1773666204.076398,44.1415,1.3951,-0.0034,49.5858,0.0435,0.0026,8.1367,0.0211,48.6243,2.6953,0.004947,0.034010,8.1367,True,106.0800,0.0000
1773666204.176431,44.9518,1.5932,-0.0031,50.4278,0.0404,-0.0000,8.0514,-0.0003,48.6243,2.6953,0.002017,-0.039888,8.0514,True,106.6800,0.0000
1773666204.276767,44.2797,0.3180,-0.0123,51.1373,0.0023,0.0082,8.2612,0.0674,47.8611,-0.8547,0.001314,-0.050344,8.2615,True,107.2800,0.0000
1773666204.377181,45.2636,0.3552,-0.0124,52.0407,0.0673,0.0062,8.1988,0.0507,47.8611,-0.8547,0.001564,0.008936,8.1989,True,107.8800,0.0000
1773666204.476951,45.1754,0.2224,-0.0130,52.8277,0.0315,0.0011,8.2700,0.0092,49.3388,0.0604,0.003593,0.020704,8.2700,True,108.4800,0.0000
1773666204.577123,45.9846,0.2343,-0.0127,53.5813,-0.0830,-0.0038,8.1891,-0.0308,49.3388,0.0604,-0.001511,0.027752,8.1891,True,109.0800,0.0000
1773666204.676851,48.1845,-0.2901,-0.0119,54.4454,-0.0478,0.0018,7.9965,0.0141,56.5106,-0.7070,0.003521,-0.040017,7.9965,True,109.6800,0.0000
1773666204.777104,48.9993,-0.3367,-0.0115,55.2666,-0.0153,-0.0050,8.2124,-0.0414,56.5106,-0.7070,-0.001615,0.188399,8.2125,True,110.2800,0.0000
1773666204.876561,49.0652,1.3282,-0.0180,56.0686,-0.0056,-0.0019,8.1421,-0.0156,53.5042,2.4663,-0.002235,0.025563,8.1421,True,110.8800,0.0000
1773666204.976650,49.8679,1.4732,-0.0178,56.9091,0.0016,-0.0053,7.9820,-0.0422,53.5042,2.4663,-0.006301,0.114528,7.9821,True,111.4800,0.0000
1773666205.076595,50.2990,0.7170,-0.0147,57.6631,-0.0605,-0.0039,8.1348,-0.0314,55.8587,-0.0397,-0.001398,0.122757,8.1349,True,112.0800,0.0000
1773666205.176477,51.2718,0.7710,-0.0142,58.5521,-0.0268,0.0130,8.0294,0.1041,55.8587,-0.0397,-0.004475,0.053628,8.0301,True,112.6800,0.0000
1773666205.276726,52.3834,0.3267,-0.0134,59.4300,0.0099,-0.0043,8.1818,-0.0352,59.1643,-0.0847,-0.005838,-0.043919,8.1819,True,113.2800,0.0000
1773666205.376544,53.3637,0.3156,-0.0136,60.1963,-0.0051,-0.0065,8.1478,-0.0531,59.1643,-0.0847,-0.003555,-0.294053,8.1480,True,113.8800,0.0000
1773666205.476429,54.0289,0.3443,-0.0133,60.9257,0.1172,-0.0022,8.1454,-0.0176,59.5282,0.3465,0.006917,-0.166695,8.1454,True,114.4800,0.0000
1773666205.576400,54.6870,0.3402,-0.0131,61.7174,0.0349,0.0083,8.2801,0.0687,59.5282,0.3465,0.007562,-0.039709,8.2804,True,115.0800,0.0000
1773666205.676353,54.7030,-0.7878,-0.0054,62.6395,0.0382,-0.0054,7.9712,-0.0432,59.2600,-1.5774,0.011141,-0.045182,7.9714,True,115.6800,0.0000
1773666205.777051,55.6748,-0.9511,-0.0052,63.4239,-0.0165,0.0005,8.1667,0.0044,59.2600,-1.5774,-0.004154,0.188374,8.1667,True,116.2800,0.0000
1773666205.877003,57.1873,-2.7383,0.0113,64.2496,-0.0424,0.0005,8.1922,0.0038,64.2219,-3.7401,-0.001309,-0.027900,8.1922,True,116.8800,0.0000
1773666205.976620,58.0025,-3.0576,0.0115,64.9766,-0.0423,0.0011,8.1426,0.0093,64.2219,-3.7401,-0.000241,-0.025547,8.1426,True,117.4800,0.0000
1773666206.076537,59.7985,-2.5089,0.0030,65.7160,-0.0751,-0.0057,8.1286,-0.0465,67.8315,-1.7419,0.003410,0.055889,8.1287,True,118.0800,0.0000
1773666206.176289,60.6252,-2.7341,0.0036,66.7251,-0.0467,-0.0056,8.2520,-0.0463,67.8315,-1.7419,0.003347,0.025835,8.2521,True,118.6800,0.0000
1773666206.276495,62.4717,-0.6235,-0.0195,67.4864,-0.0063,-0.0011,8.1922,-0.0088,69.8359,1.0943,0.006977,-0.137049,8.1922,True,119.2800,0.0000
1773666206.376900,63.1100,-0.5871,-0.0192,68.2308,-0.0661,0.0028,8.0742,0.0230,69.8359,1.0943,0.009257,-0.017240,8.0742,True,119.8800,0.0000
1773666206.476907,64.2300,1.0189,-0.0345,69.1230,0.0200,0.0029,7.9060,0.0231,70.2847,1.9750,0.004882,-0.017617,7.9061,True,120.4800,0.0000
1773666206.576781,65.0402,1.2362,-0.0342,69.8186,-0.0013,-0.0076,8.0400,-0.0610,70.2847,1.9750,-0.001975,0.080162,8.0402,True,121.0800,0.0000
1773666206.677093,64.3766,1.8597,-0.0379,70.5683,0.0466,-0.0047,8.0773,-0.0376,67.5251,1.9109,0.003290,0.235864,8.0774,True,121.6800,0.0000
1773666206.776304,65.1821,2.1176,-0.0372,71.4616,-0.0512,0.0036,7.9683,0.0288,67.5251,1.9109,0.004705,0.251365,7.9683,True,122.2800,0.0000
1773666206.876859,65.0269,2.1165,-0.0344,72.2940,-0.0136,0.0049,8.0842,0.0397,69.0990,1.6849,-0.000733,0.204303,8.0843,True,122.8800,0.0000
1773666206.977136,65.8368,2.3418,-0.0340,73.0876,-0.0488,-0.0026,7.9531,-0.0203,69.0990,1.6849,0.001279,-0.098508,7.9531,True,123.4800,0.0000
1773666207.076983,67.1348,1.1055,-0.0335,73.8486,0.0349,0.0059,8.1747,0.0479,73.8371,-0.1304,0.009351,0.036340,8.1748,True,124.0800,0.0000
1773666207.177046,67.9507,1.1687,-0.0336,74.7117,0.0110,-0.0007,8.1436,-0.0057,73.8371,-0.1304,0.001204,-0.024151,8.1436,True,124.6800,0.0000
1773666207.277248,69.6549,2.4752,-0.0254,75.5835,0.0684,0.0071,8.1896,0.0582,76.9784,3.1535,0.012343,-0.213905,8.1898,True,125.2800,0.0000
1773666207.376961,70.4653,2.6820,-0.0255,76.3541,0.0041,0.0021,7.9956,0.0167,76.9784,3.1535,-0.003162,-0.069471,7.9956,True,125.8800,0.0000
1773666207.476385,70.2522,2.5043,-0.0270,77.2204,0.0588,-0.0076,8.0315,-0.0609,74.2685,2.0421,0.009389,0.051936,8.0318,True,126.4800,0.0000
1773666207.576640,71.0665,2.6648,-0.0271,77.9355,-0.0693,0.0020,8.1579,0.0163,74.2685,2.0421,-0.003471,0.023147,8.1580,True,127.0800,0.0000
1773666207.676758,70.4722,-0.7295,-0.0330,78.8149,0.0567,0.0165,8.0218,0.1326,73.8635,-3.1993,0.003573,0.091982,8.0229,True,127.6800,0.0000
1773666207.776410,71.2830,-0.9728,-0.0328,79.6375,-0.0131,0.0057,8.2333,0.0465,73.8635,-3.1993,-0.003011,0.112714,8.2334,True,128.2800,0.0000
1773666207.876571,72.6848,-0.2620,-0.0304,80.4282,0.0338,-0.0000,7.8647,-0.0001,79.5983,0.5539,-0.000517,0.050670,7.8647,True,128.8800,0.0000
1773666207.976374,73.3342,-0.3699,-0.0296,81.2269,0.0061,0.0014,8.1758,0.0111,79.5983,0.5539,0.004849,0.014535,8.1758,True,129.4800,0.0000
1773666208.076710,75.5798,-1.0389,-0.0304,82.0827,0.0204,0.0005,8.0120,0.0042,84.2310,-1.4039,0.003027,0.005738,8.0120,True,130.0800,0.0000
1773666208.176690,76.3888,-1.2314,-0.0299,82.8053,-0.0305,0.0049,8.1296,0.0397,84.2310,-1.4039,-0.002186,0.061298,8.1297,True,130.6800,0.0000
1773666208.276496,77.6099,-1.4282,-0.0298,83.6890,-0.0221,0.0022,8.2319,0.0184,83.8895,-1.2633,0.002477,-0.185661,8.2319,True,131.2800,0.0000
1773666208.376919,78.4150,-1.6160,-0.0298,84.4309,0.0614,-0.0081,8.0727,-0.0656,83.8895,-1.2633,0.005190,-0.148945,8.0730,True,131.8800,0.0000
1773666208.477093,79.5097,-2.9741,-0.0294,85.3470,0.0801,-0.0042,8.2867,-0.0352,85.8430,-3.6155,0.007112,-0.062469,8.2868,True,132.4800,0.0000
1773666208.577030,80.3068,-3.2926,-0.0290,86.0595,-0.0921,-0.0028,8.0896,-0.0229,85.8430,-3.6155,0.008833,-0.057486,8.0896,True,133.0800,0.0000
1773666208.676571,81.5126,-2.9642,-0.0331,86.9268,-0.0532,-0.0031,7.8797,-0.0242,88.1985,-2.3401,0.002363,0.079704,7.8797,True,133.6800,0.0000
1773666208.776342,82.3057,-3.2068,-0.0329,87.6545,0.1122,0.0074,7.8185,0.0582,88.1985,-2.3401,0.000442,0.054110,7.8187,True,134.2800,0.0000
1773666208.876587,82.5737,-3.0315,-0.0368,88.5698,0.0798,0.0005,8.2223,0.0044,87.8408,-2.5817,-0.002823,0.039083,8.2223,True,134.8800,0.0000
1773666208.976896,83.5390,-3.2757,-0.0363,89.3567,0.0359,0.0018,7.9408,0.0146,87.8408,-2.5817,0.002500,-0.106394,7.9408,True,135.4800,0.0000
1773666209.077225,84.1524,-2.8268,-0.0448,90.1816,-0.0140,0.0103,7.9819,0.0825,89.6165,-2.2088,0.004884,0.026609,7.9824,True,136.0800,0.0000
1773666209.176441,84.7942,-2.9321,-0.0449,90.9019,0.0251,0.0010,8.1336,0.0080,89.6165,-2.2088,-0.003686,0.087971,8.1336,True,136.6800,0.0000
1773666209.276464,84.8970,-1.3640,-0.0724,91.8019,0.0995,-0.0057,8.0150,-0.0455,89.5406,-0.0901,-0.001293,-0.013582,8.0152,True,137.2800,0.0000
1773666209.377605,85.8663,-1.2893,-0.0724,92.5434,-0.0150,-0.0013,7.9973,-0.0101,89.5406,-0.0901,0.001663,0.120652,7.9973,True,137.8800,0.0000
1773666209.477235,87.4872,-2.4617,-0.0567,93.4211,0.0609,-0.0008,8.0412,-0.0061,94.8233,-3.4326,-0.000533,0.123155,8.0412,True,138.4800,0.0000
1773666209.576478,88.1333,-2.5176,-0.0565,94.1728,0.0084,-0.0000,8.1095,-0.0002,94.8233,-3.4326,-0.004163,0.070890,8.1095,True,139.0800,0.0000
1773666209.676847,89.3951,-3.4260,-0.0534,94.9834,-0.0876,-0.0059,8.0377,-0.0478,95.8024,-3.9549,-0.002424,-0.034498,8.0378,True,139.6800,0.0000
1773666209.776907,90.1902,-3.5861,-0.0530,95.8313,0.0289,-0.0094,7.9767,-0.0753,95.8024,-3.9549,0.002561,0.058603,7.9771,True,140.2800,0.0000
1773666209.877062,91.1871,-2.1749,-0.0498,96.5669,0.0650,-0.0079,7.9579,-0.0629,97.2483,-1.0308,-0.007118,0.115768,7.9582,True,140.8800,0.0000
1773666209.977046,91.9966,-2.1574,-0.0494,97.3541,-0.0258,-0.0107,8.0289,-0.0858,97.2483,-1.0308,0.012698,0.068552,8.0294,True,141.4800,0.0000
1773666210.076788,92.8497,0.5864,-0.0331,98.2242,0.0392,-0.0009,8.2326,-0.0072,99.0281,2.4315,0.004201,0.132248,8.2326,True,142.0800,0.0000
1773666210.177053,93.8412,0.9806,-0.0331,99.0170,-0.0047,0.0005,8.2590,0.0041,99.0281,2.4315,-0.006323,-0.014999,8.2590,True,142.6800,0.0000
1773666210.276449,94.1914,1.2776,-0.0326,99.8787,0.0161,0.0057,8.1931,0.0471,99.6145,1.0159,-0.000166,0.188303,8.1932,True,143.2800,0.0000
1773666210.377106,95.1862,1.6760,-0.0322,100.6942,0.0644,-0.0037,8.1879,-0.0304,99.6145,1.0159,-0.001937,-0.048451,8.1879,True,143.8800,0.0000
1773666210.476353,94.5673,0.3307,-0.0545,101.3932,0.0081,-0.0074,8.0621,-0.0597,98.5020,-0.9552,0.001600,-0.054252,8.0623,True,144.4800,0.0000
1773666210.579433,95.4135,0.4731,-0.0547,102.1890,0.0152,-0.0035,8.3052,-0.0292,98.5020,-0.9552,0.006136,0.035107,8.3053,True,145.0200,0.0000
1773666210.677254,96.7636,1.0590,-0.0504,103.1264,-0.0532,0.0019,8.0133,0.0155,103.4585,1.1917,0.009145,0.100022,8.0133,True,145.6800,0.0000
1773666210.776336,97.4207,1.2098,-0.0501,103.8616,-0.0370,0.0007,8.0870,0.0057,103.4585,1.1917,0.008552,0.095838,8.0870,True,146.2800,0.0000
1773666210.877035,97.4275,1.5619,-0.0494,104.7840,-0.0158,0.0002,8.0724,0.0015,101.4211,1.4812,0.002595,0.003327,8.0724,True,146.8800,0.0000
1773666210.976340,98.0792,1.7197,-0.0490,105.4464,0.0895,-0.0008,7.8882,-0.0061,101.4211,1.4812,0.006069,-0.065419,7.8882,True,147.4800,0.0000
1773666211.076846,99.2596,0.7699,-0.0514,106.3574,0.0550,0.0017,8.0413,0.0137,105.4765,-0.2640,0.000241,0.001128,8.0413,True,148.0800,0.0000
1773666211.176563,99.9248,0.8201,-0.0510,107.1241,0.0021,-0.0086,8.2237,-0.0708,105.4765,-0.2640,0.000703,-0.035128,8.2241,True,148.6800,0.0000
1773666211.277376,101.6999,-0.0122,-0.0504,107.7867,0.0659,-0.0030,7.9550,-0.0240,109.4213,-0.7756,-0.008573,-0.269152,7.9551,True,149.1000,0.0000
1773666211.379274,102.5056,-0.0462,-0.0501,108.4671,-0.0606,-0.0035,8.0077,-0.0280,109.4213,-0.7756,-0.008120,-0.118467,8.0078,True,149.7000,0.0000
1773666211.481297,103.7226,1.6726,-0.0656,109.2025,0.0349,-0.0013,8.0633,-0.0109,110.4333,2.8175,0.003794,0.012763,8.0633,True,150.2400,0.0000
1773666211.585931,104.5282,1.8426,-0.0653,109.8611,0.0302,0.0013,7.9425,0.0102,110.4333,2.8175,0.002560,-0.057189,7.9425,True,150.7200,0.0000
1773666211.684919,105.7987,1.4926,-0.0573,110.7281,0.0311,-0.0043,7.9140,-0.0341,112.7158,0.9434,0.006649,-0.140528,7.9141,True,151.2600,0.0000
1773666211.780745,106.5744,1.6065,-0.0571,111.2880,-0.0664,0.0053,7.9545,0.0419,112.7158,0.9434,-0.009289,0.095867,7.9546,True,151.8000,0.0000
1773666211.876994,106.8507,0.4455,-0.0310,112.1934,-0.0270,-0.0059,8.0961,-0.0479,111.4588,-0.6211,0.003683,0.089194,8.0963,True,152.4000,0.0000
