timestamp,speed,acceleration,longitudinal_accel,lateral_accel,longitudinal_jerk,lateral_jerk,lead_detected,lead_distance,target_speed
1773224649.835824,0.9355,0.9896,0.7588,-0.0001,0.3576,-0.0103,True,61.4653,1.5600
1773224649.938040,1.2233,1.0896,0.8130,0.0016,0.5301,0.0167,True,61.7209,1.6922
1773224650.046610,1.2548,1.2035,0.8536,0.0013,0.3739,-0.0032,True,62.1964,1.9200
1773224650.170887,1.2612,1.2174,0.9037,0.0030,0.4026,0.0139,True,62.1964,1.9064
1773224650.236562,1.3274,1.2765,0.9448,0.0033,0.6261,0.0038,True,62.7706,2.0246
1773224650.344033,1.4463,1.3416,0.9982,0.0048,0.4970,0.0145,True,63.0700,2.1235
1773224650.448022,1.3660,1.3606,1.0406,0.0046,0.4080,-0.0022,True,63.5621,2.1616
1773224650.536592,1.6185,1.3755,1.0896,0.0034,0.5533,-0.0136,True,63.5373,2.1915
1773224650.638926,1.6786,1.3335,1.1284,0.0031,0.3787,-0.0026,True,63.7520,2.1075
1773224650.737501,1.7315,1.3562,1.1652,0.0032,0.3739,0.0003,True,63.7622,2.1528
1773224650.841538,1.6582,1.4613,1.1989,0.0022,0.3238,-0.0096,True,64.1708,2.3631
1773224650.936289,1.7898,1.3578,1.2234,0.0022,0.2580,0.0005,True,63.9396,2.3652
1773224651.049528,1.9272,1.3579,1.2444,0.0038,0.1855,0.0140,True,64.5673,2.4566
1773224651.142631,2.0227,1.4554,1.2644,0.0032,0.2156,-0.0066,True,64.7710,2.5871
1773224651.237277,2.1833,1.5260,1.3065,0.0041,0.4441,0.0094,True,65.0912,2.7282
1773224651.341336,2.4163,1.6227,1.3483,0.0035,0.4016,-0.0051,True,65.6019,2.8765
1773224651.436610,2.1755,1.6773,1.3783,0.0042,0.3154,0.0076,True,65.8331,2.9855
1773224651.538156,2.5911,1.6626,1.4130,0.0036,0.3413,-0.0061,True,65.9207,2.9996
1773224651.646503,2.6627,1.6995,1.4391,0.0059,0.2416,0.0205,True,66.4357,3.0735
1773224651.747359,2.8620,1.7989,1.4766,0.0063,0.3712,0.0045,True,66.5063,3.2723
1773224651.847454,2.9694,1.9081,1.5305,0.0049,0.5388,-0.0137,True,66.4497,3.4906
1773224651.936025,3.0266,1.9173,1.5894,0.0033,0.6647,-0.0185,True,66.6931,3.5035
1773224652.041025,3.3159,1.9321,1.6502,0.0025,0.5787,-0.0077,True,67.0637,3.6683
1773224652.156389,3.3159,1.9321,1.6995,0.0012,0.4276,-0.0115,True,67.0637,3.6683
1773224652.267115,3.2679,1.8916,1.7198,-0.0007,0.1837,-0.0164,True,67.4967,3.6591
1773224652.352618,3.3709,1.9417,1.7603,0.0043,0.4734,0.0578,True,67.7859,3.7593
1773224652.441658,3.7306,2.0271,1.8046,0.0077,0.4978,0.0386,True,67.9011,3.9301
1773224652.540682,4.0658,2.2762,1.8652,0.0060,0.6115,-0.0173,True,68.1781,4.4283
1773224652.637858,4.3168,2.3762,1.9251,0.0000,0.6170,-0.0615,True,68.3920,4.6283
1773224652.739844,4.4092,2.4762,1.9861,0.0049,0.5973,0.0479,True,68.6363,4.8283
1773224652.837052,4.8219,2.5000,2.0460,0.0062,0.6166,0.0134,True,68.7924,5.0521
1773224652.935884,4.7325,2.5000,2.1051,0.0075,0.5984,0.0125,True,68.7924,5.1804
1773224653.036340,4.9639,2.5000,2.1631,0.0034,0.5774,-0.0407,True,68.8380,5.3840
1773224653.136925,5.1136,2.5000,2.2173,0.0081,0.5382,0.0469,True,69.0333,5.5633
1773224653.235630,5.3673,2.5000,2.2774,0.0070,0.6087,-0.0114,True,68.9789,5.7660
1773224653.337031,5.7566,2.5000,2.3206,0.0050,0.4262,-0.0197,True,68.9488,5.9511
1773224653.435938,5.9208,2.4959,2.3483,0.0092,0.2806,0.0431,True,69.1271,6.1497
1773224653.537228,6.2301,2.4569,2.3679,0.0160,0.1936,0.0670,True,68.9214,6.3498
1773224653.636559,6.4978,2.5000,2.3835,0.0091,0.1571,-0.0698,True,69.1728,6.5543
1773224653.735854,6.6768,2.4832,2.3904,0.0105,0.0691,0.0138,True,68.9643,6.7497
1773224653.836347,6.9343,2.4494,2.3969,0.0052,0.0644,-0.0520,True,68.5863,6.9550
1773224653.936144,7.0525,2.4114,2.3962,0.0057,-0.0065,0.0048,True,68.8334,7.1534
1773224654.037421,7.6206,2.4089,2.3948,0.0021,-0.0142,-0.0357,True,68.7055,7.3512
1773224654.136960,7.5747,2.4096,2.4034,-0.0028,0.0866,-0.0497,True,68.4165,7.5502
1773224654.242174,7.9852,2.4397,2.4117,0.0026,0.0789,0.0517,True,68.2798,7.7496
1773224654.335629,8.1127,2.3396,2.3951,0.0047,-0.1776,0.0223,True,68.1048,7.9498
1773224654.436160,8.3027,2.2369,2.3629,0.0118,-0.3206,0.0713,True,68.0028,8.0000
1773224654.536952,8.7310,2.1393,2.3434,0.0114,-0.1930,-0.0049,True,67.5874,8.0000
1773224654.635678,8.7395,2.0395,2.2991,0.0283,-0.4493,0.1713,True,67.4154,8.0000
1773224654.735884,9.0582,1.9397,2.2545,0.0224,-0.4444,-0.0582,True,66.9531,8.0000
1773224654.835894,9.2967,1.8397,2.1937,0.0279,-0.6081,0.0551,True,66.8253,8.0000
1773224654.936140,9.3984,1.7396,2.1419,0.0299,-0.5166,0.0200,True,66.4874,8.0000
1773224655.036595,9.5172,1.6375,2.0703,0.0173,-0.7130,-0.1261,True,66.1541,8.0000
1773224655.135988,9.7076,1.5397,1.9928,0.0113,-0.7796,-0.0598,True,65.7318,8.0000
1773224655.236500,9.9271,1.3897,1.9122,0.0064,-0.8019,-0.0488,True,65.3867,8.0000
1773224655.335760,10.1506,1.3396,1.8317,0.0066,-0.8116,0.0018,True,64.9166,8.0000
1773224655.436080,10.0548,1.2398,1.7376,0.0195,-0.9377,0.1282,True,64.7517,8.0000
1773224655.535607,10.3511,1.1396,1.6517,0.0095,-0.8629,-0.1002,True,64.1459,8.0000
1773224655.636474,10.5218,1.0385,1.5557,0.0153,-0.9521,0.0574,True,64.0364,8.0000
1773224655.737764,10.4899,0.9397,1.4649,0.0284,-0.8964,0.1298,True,63.5386,8.0000
1773224655.835602,10.5080,0.8389,1.3811,0.0197,-0.8564,-0.0892,True,63.1569,8.0000
1773224655.936382,10.5592,0.7397,1.2885,0.0115,-0.9184,-0.0813,True,62.4423,8.0000
1773224656.035675,10.6882,0.6344,1.1806,0.0197,-1.0865,0.0823,True,62.0738,8.0000
1773224656.136131,10.6910,0.5396,1.0810,0.0178,-0.9924,-0.0184,True,61.4964,8.0000
1773224656.235852,10.8884,0.4398,0.9885,0.0155,-0.9267,-0.0237,True,61.2151,8.0000
1773224656.336094,10.8088,0.3397,0.9036,0.0245,-0.8469,0.0904,True,60.7541,8.0000
1773224656.437723,10.8550,0.2396,0.8103,0.0027,-0.9186,-0.2143,True,59.9961,8.0000
1773224656.536572,10.8497,0.1396,0.7182,0.0111,-0.9319,0.0840,True,59.7638,8.0000
1773224656.637204,11.0232,0.0340,0.6227,0.0245,-0.9487,0.1339,True,59.1007,8.0000
1773224656.737126,10.6358,-0.0602,0.5157,0.0245,-1.0712,-0.0003,True,58.6941,8.0000
1773224656.836000,10.8574,-0.2103,0.4236,0.0243,-0.9306,-0.0025,True,58.1527,8.0000
1773224656.937784,10.9481,-0.2629,0.3186,0.0393,-1.0324,0.1476,True,57.4814,8.0000
1773224657.035562,10.9420,-0.3602,0.2134,0.0395,-1.0756,0.0026,True,57.1330,8.0000
1773224657.135649,10.6138,-0.4604,0.1213,0.0385,-0.9198,-0.0106,True,56.4211,8.0000
1773224657.236101,10.8198,-0.5603,0.0114,0.0440,-1.0945,0.0548,True,56.0232,8.0000
1773224657.339546,10.7889,-0.6603,-0.0872,0.0481,-0.9526,0.0400,True,55.8213,8.0000
1773224657.438104,10.5786,-0.7633,-0.1863,0.0445,-1.0063,-0.0365,True,55.2679,8.0000
1773224657.539756,10.6156,-0.8617,-0.2984,0.0463,-1.1028,0.0175,True,54.6084,8.0000
1773224657.635697,10.5261,-0.9661,-0.3980,0.0436,-1.0372,-0.0276,True,54.6084,8.0000
1773224657.760152,10.3481,-1.0634,-0.5013,0.0463,-0.8304,0.0210,True,54.3157,8.0000
1773224657.837533,10.2739,-1.1625,-0.5891,0.0423,-1.1353,-0.0512,True,53.9487,8.0000
1773224657.935543,10.1807,-1.2613,-0.6910,0.0525,-1.0389,0.1039,True,53.3379,8.0000
1773224658.036067,10.2042,-1.3602,-0.7866,0.0352,-0.9512,-0.1714,True,52.8071,8.0000
1773224658.138224,9.8750,-1.3528,-0.8756,0.0254,-0.8715,-0.0966,True,52.7171,8.0000
1773224658.236076,9.7534,-1.3031,-0.9341,0.0198,-0.5976,-0.0572,True,52.1689,8.0000
1773224658.335432,9.4551,-1.2947,-1.0005,0.0123,-0.6683,-0.0755,True,51.8723,8.0000
1773224658.435827,9.4014,-1.2912,-1.0384,0.0065,-0.3780,-0.0573,True,51.3941,8.0000
1773224658.536190,9.4090,-1.2522,-1.0558,0.0109,-0.1734,0.0431,True,50.9351,8.0000
1773224658.636252,9.2039,-1.1518,-1.0616,0.0073,-0.0571,-0.0357,True,50.9124,8.0000
1773224658.735811,9.0350,-1.0482,-1.0667,-0.0015,-0.0517,-0.0884,True,50.3238,8.0000
1773224658.838197,9.1233,-0.9495,-1.0489,0.0019,0.1742,0.0336,True,50.3238,8.0000
1773224658.935662,8.7829,-0.8844,-1.0196,-0.0068,0.3006,-0.0895,True,49.7272,8.0000
1773224659.036284,8.9763,-0.8117,-0.9765,-0.0113,0.4284,-0.0451,True,49.3605,8.0000
1773224659.150710,8.6536,-0.9105,-0.9632,-0.0098,0.1156,0.0137,True,49.3605,8.0000
1773224659.239012,8.6208,-0.8056,-0.9521,-0.0116,0.1261,-0.0209,True,49.2292,8.0000
1773224659.337581,8.7920,-0.7105,-0.9121,-0.0065,0.4054,0.0515,True,49.1101,8.0000
1773224659.436022,8.5018,-0.7213,-0.8900,-0.0065,0.2254,-0.0000,True,48.4501,8.0000
1773224659.542188,8.5883,-0.7190,-0.8596,0.0026,0.2858,0.0862,True,48.4501,8.0000
1773224659.640312,8.4346,-0.6189,-0.8416,-0.0044,0.1839,-0.0716,True,47.9776,8.0000
1773224659.735554,8.5098,-0.5190,-0.7777,-0.0081,0.6705,-0.0387,True,47.8646,8.0000
1773224659.835968,8.2571,-0.6192,-0.7640,-0.0130,0.1363,-0.0493,True,47.3331,8.0000
1773224659.935925,8.2713,-0.5193,-0.7371,-0.0143,0.2697,-0.0120,True,47.3855,8.0000
1773224660.051462,8.1938,-0.4130,-0.6911,-0.0057,0.3982,0.0741,True,47.3855,8.0000
1773224660.145335,8.1747,-0.4173,-0.6551,-0.0011,0.3833,0.0487,True,47.2103,8.0000
1773224660.236019,7.9986,-0.3171,-0.6045,0.0093,0.5581,0.1154,True,46.9632,8.0000
1773224660.356452,7.9487,-0.2864,-0.5631,0.0104,0.3435,0.0086,True,46.6816,8.0000
1773224660.435726,7.8398,-0.3003,-0.5198,0.0138,0.5458,0.0426,True,46.7359,8.0000
1773224660.541971,8.0567,-0.2202,-0.4793,0.0136,0.3811,-0.0013,True,46.5361,8.0000
1773224660.648185,8.1389,-0.3156,-0.4592,0.0053,0.1900,-0.0781,True,46.2485,8.0000
1773224660.735531,7.9751,-0.4130,-0.4531,0.0164,0.0691,0.1268,True,46.2507,8.0000
1773224660.835873,8.1968,-0.3369,-0.4270,0.0011,0.2600,-0.1520,True,45.6531,8.0000
1773224660.935984,7.9430,-0.3471,-0.4026,-0.0049,0.2442,-0.0608,True,45.6560,8.0000
1773224661.035824,8.0055,-0.3467,-0.4119,-0.0014,-0.0930,0.0358,True,45.5030,8.0000
1773224661.139203,7.8304,-0.2947,-0.3958,0.0115,0.1555,0.1242,True,45.0528,8.0000
1773224661.235767,7.9452,-0.1939,-0.3788,0.0062,0.1761,-0.0542,True,45.2256,8.0000
1773224661.341727,7.9445,-0.1931,-0.3506,0.0067,0.2661,0.0040,True,44.8370,8.0000
1773224661.438371,7.7722,-0.2939,-0.3520,0.0038,-0.0150,-0.0294,True,44.8370,8.0000
1773224661.555834,8.0547,-0.2585,-0.3414,0.0093,0.0906,0.0464,True,44.7604,8.0000
1773224661.636559,7.9886,-0.2792,-0.3204,0.0006,0.2605,-0.1075,True,44.3010,8.0000
1773224661.744230,7.8690,-0.2790,-0.3135,0.0047,0.0638,0.0384,True,44.3010,8.0000
1773224661.841937,7.8966,-0.1704,-0.2955,0.0052,0.1844,0.0048,True,44.1705,8.0000
1773224661.939665,7.7095,-0.1947,-0.2890,0.0011,0.0665,-0.0424,True,44.0908,8.0000
1773224662.035979,7.8506,-0.1120,-0.2529,0.0012,0.3744,0.0017,True,44.0723,8.0000
1773224662.139357,7.9808,-0.2092,-0.2317,-0.0046,0.2054,-0.0561,True,43.8765,8.0000
1773224662.236935,7.8066,-0.1350,-0.2378,-0.0051,-0.0622,-0.0058,True,43.6306,8.0000
1773224662.338009,7.7407,-0.1043,-0.2224,0.0030,0.1518,0.0803,True,43.5838,8.0000
1773224662.436136,7.5742,-0.1106,-0.2058,0.0105,0.1696,0.0768,True,43.2414,8.0000
1773224662.536853,7.7477,-0.1102,-0.1969,0.0001,0.0877,-0.1037,True,43.1924,7.9855
1773224662.635560,7.4782,-0.1095,-0.1795,0.0067,0.1763,0.0675,True,42.8051,7.9770
1773224662.748504,7.9591,-0.1107,-0.1732,0.0191,0.0562,0.1095,True,42.8051,7.8951
1773224662.836133,7.6245,-0.1109,-0.1645,0.0239,0.0986,0.0553,True,42.6677,7.9606
1773224662.936458,7.5711,-0.0233,-0.1422,0.0179,0.2232,-0.0598,True,42.4689,7.9572
1773224663.041941,7.6742,-0.0250,-0.1326,0.0091,0.0905,-0.0835,True,42.3247,7.9366
1773224663.136046,7.8026,-0.0233,-0.1185,0.0010,0.1495,-0.0860,True,42.0106,7.9482
1773224663.235734,7.7345,-0.1235,-0.1231,0.0046,-0.0454,0.0356,True,41.9467,7.8987
1773224663.335495,7.5585,-0.0239,-0.1081,-0.0076,0.1497,-0.1222,True,41.7056,7.9410
1773224663.437694,7.5316,-0.0216,-0.1013,-0.0067,0.0666,0.0091,True,41.6486,7.9464
1773224663.536594,7.4632,-0.0203,-0.0921,-0.0067,0.0933,-0.0002,True,41.1943,7.9299
1773224663.635875,7.7014,-0.0186,-0.0908,-0.0107,0.0134,-0.0406,True,41.3358,7.8538
1773224663.737050,7.6352,0.0813,-0.0578,-0.0095,0.3261,0.0115,True,41.3375,7.9641
1773224663.835703,7.4709,-0.0191,-0.0564,-0.0043,0.0140,0.0535,True,41.0331,7.9026
1773224663.936343,7.5366,-0.0176,-0.0504,-0.0048,0.0593,-0.0050,True,40.7234,7.8589
1773224664.035988,7.7636,-0.0143,-0.0464,0.0026,0.0400,0.0738,True,40.6694,7.8554
1773224664.135750,7.6668,-0.0177,-0.0395,0.0081,0.0694,0.0555,True,40.4792,7.8669
1773224664.254404,7.7579,-0.0218,-0.0357,0.0101,0.0318,0.0162,True,40.4792,7.8661
1773224664.335869,7.6213,0.0218,-0.0165,0.0152,0.2361,0.0627,True,40.3058,7.9432
1773224664.435893,7.6912,0.0224,-0.0112,0.0095,0.0527,-0.0561,True,39.8933,7.9289
1773224664.535648,7.4900,0.0254,-0.0082,0.0077,0.0305,-0.0189,True,39.8754,7.9128
1773224664.635705,7.7194,0.0275,0.0030,0.0050,0.1119,-0.0265,True,39.6005,7.8700
1773224664.736581,7.6406,-0.0561,-0.0119,-0.0001,-0.1481,-0.0509,True,39.3662,7.8336
1773224664.835552,7.6729,-0.1567,-0.0228,0.0014,-0.1099,0.0152,True,39.3059,7.7949
1773224664.936240,7.5149,-0.0571,-0.0389,-0.0043,-0.1595,-0.0567,True,39.0638,7.8364
1773224665.037065,7.5873,-0.1062,-0.0604,-0.0062,-0.2136,-0.0181,True,38.7776,7.7554
1773224665.135672,7.4620,-0.0555,-0.0452,-0.0103,0.1544,-0.0419,True,38.9518,7.8003
1773224665.235658,7.6950,0.0438,-0.0227,-0.0014,0.2249,0.0888,True,38.6668,7.8369
1773224665.335693,7.5997,0.0439,-0.0224,-0.0044,0.0032,-0.0293,True,38.5843,7.8592
1773224665.435603,7.6377,0.0454,-0.0002,-0.0020,0.2215,0.0238,True,38.3523,7.8910
1773224665.538719,7.5709,0.0465,0.0169,-0.0041,0.1658,-0.0210,True,38.3038,7.8676
1773224665.636036,7.3681,-0.0602,-0.0031,-0.0023,-0.2046,0.0188,True,38.0650,7.8218
1773224665.735754,7.5055,-0.0538,-0.0132,-0.0031,-0.1017,-0.0084,True,37.7719,7.7532
1773224665.835565,7.8112,-0.0578,-0.0169,-0.0060,-0.0370,-0.0287,True,37.9680,7.7746
1773224665.936067,7.6175,-0.0598,-0.0343,-0.0017,-0.1732,0.0432,True,37.6434,7.8423
1773224666.035431,7.5393,-0.0598,-0.0369,0.0006,-0.0267,0.0228,True,37.4723,7.8032
1773224666.135924,7.5899,-0.0599,-0.0312,0.0045,0.0571,0.0389,True,37.4849,7.7640
1773224666.235511,7.3648,0.0401,-0.0289,-0.0039,0.0234,-0.0842,True,37.0337,7.8127
1773224666.335981,7.6491,-0.0600,-0.0261,0.0069,0.0279,0.1070,True,36.9874,7.6755
1773224666.435952,7.4801,0.0408,-0.0137,0.0081,0.1238,0.0118,True,36.7683,7.7705
1773224666.536741,7.6442,0.0441,0.0082,0.0101,0.2170,0.0207,True,36.3887,7.7474
1773224666.638101,7.3551,0.0430,0.0133,0.0085,0.0505,-0.0166,True,36.6386,7.7425
1773224666.739155,7.5811,0.1430,0.0372,-0.0011,0.2367,-0.0946,True,36.6386,7.7763
1773224666.835824,7.7453,0.1469,0.0485,0.0134,0.1163,0.1496,True,36.2650,7.7878
1773224666.935703,7.4092,0.1502,0.0703,0.0191,0.2183,0.0577,True,35.8336,7.7891
1773224667.035602,7.7084,0.1517,0.0865,0.0201,0.1621,0.0095,True,35.9182,7.7568
1773224667.135681,7.6727,0.2509,0.1144,0.0195,0.2790,-0.0060,True,35.8155,7.8348
1773224667.236578,7.6651,0.1502,0.1206,0.0198,0.0618,0.0038,True,35.7521,7.7819
1773224667.336216,7.6377,0.1498,0.1249,0.0178,0.0431,-0.0210,True,35.4095,7.7943
1773224667.435617,7.7083,0.1479,0.1328,0.0111,0.0789,-0.0668,True,35.4275,7.7984
1773224667.535877,7.6169,0.1468,0.1289,0.0065,-0.0383,-0.0463,True,35.2379,7.8101
1773224667.636328,7.8279,0.1467,0.1292,0.0039,0.0027,-0.0256,True,35.0081,7.8455
1773224667.735716,7.8854,0.2226,0.1554,0.0110,0.2638,0.0718,True,34.7492,7.9253
1773224667.835831,7.7203,0.2186,0.1627,0.0095,0.0723,-0.0150,True,34.7542,7.9593
1773224667.935717,7.8441,0.2186,0.1668,0.0093,0.0411,-0.0023,True,34.3333,7.9645
1773224668.035563,7.6616,0.2184,0.1811,0.0072,0.1437,-0.0206,True,34.3199,7.9545
1773224668.136047,7.8692,0.2183,0.1912,-0.0018,0.1010,-0.0899,True,34.2680,7.9338
1773224668.236770,7.8351,0.2236,0.2036,0.0040,0.1228,0.0573,True,33.7789,7.9240
1773224668.335811,7.8691,0.1241,0.1906,0.0038,-0.1316,-0.0019,True,33.7211,7.8953
1773224668.435663,7.8345,0.1741,0.1780,0.0088,-0.1257,0.0497,True,33.6271,7.9107
1773224668.536003,7.8668,0.1241,0.1867,0.0062,0.0861,-0.0259,True,33.3575,7.9211
1773224668.635600,7.9670,0.0971,0.1830,0.0100,-0.0364,0.0387,True,32.9264,7.9450
1773224668.736913,7.9625,0.1471,0.1816,0.0102,-0.0142,0.0022,True,33.2411,8.0000
1773224668.835356,7.8910,0.0747,0.1817,-0.0019,0.0010,-0.1230,True,32.8952,8.0000
1773224668.935562,7.8735,0.0817,0.1727,0.0001,-0.0896,0.0194,True,32.5021,8.0000
1773224669.035996,7.7914,-0.0183,0.1677,0.0017,-0.0499,0.0162,True,32.2877,7.9811
1773224669.148369,7.8694,-0.0179,0.1238,-0.0055,-0.3907,-0.0641,True,32.2156,7.9730
1773224669.235433,7.9747,0.0332,0.1052,-0.0147,-0.2133,-0.1062,True,32.0877,8.0000
1773224669.335876,7.8403,-0.0164,0.1089,-0.0191,0.0360,-0.0434,True,31.9369,8.0000
1773224669.435700,8.0309,-0.0159,0.0881,-0.0318,-0.2078,-0.1277,True,31.6427,7.9529
1773224669.535681,7.7136,-0.0163,0.0840,-0.0297,-0.0409,0.0212,True,31.6086,7.9665
1773224669.635755,7.7186,-0.0156,0.0797,-0.0237,-0.0427,0.0598,True,31.2156,7.9748
1773224669.736984,8.0554,0.0342,0.0510,-0.0290,-0.2835,-0.0524,True,31.1933,7.9633
1773224669.836216,7.7268,0.0842,0.0588,-0.0372,0.0778,-0.0824,True,30.6933,7.9250
1773224669.943100,7.9077,0.1341,0.0861,-0.0311,0.2561,0.0576,True,30.8060,8.0000
1773224670.043324,8.0145,0.0342,0.0887,-0.0229,0.0260,0.0814,True,30.8060,7.9697
1773224670.136792,7.9414,0.0342,0.0945,-0.0314,0.0613,-0.0914,True,30.7330,8.0000
1773224670.239548,7.8074,0.0031,0.0802,-0.0318,-0.1386,-0.0032,True,30.1954,8.0000
1773224670.354410,7.9780,0.0029,0.0675,-0.0257,-0.1106,0.0532,True,30.1954,8.0000
1773224670.436285,7.9540,0.0268,0.0773,-0.0184,0.1193,0.0891,True,29.9215,8.0000
1773224670.535578,7.9502,0.1063,0.0913,-0.0151,0.1412,0.0334,True,30.0386,8.0000
1773224670.635750,7.8441,0.0722,0.0990,-0.0279,0.0764,-0.1283,True,29.6897,8.0000
1773224670.741042,7.8937,0.0726,0.0939,-0.0368,-0.0484,-0.0847,True,29.2604,8.0000
1773224670.835625,7.8716,0.0724,0.1015,-0.0283,0.0803,0.0906,True,29.2428,8.0000
1773224670.936017,7.9547,0.0936,0.1089,-0.0324,0.0739,-0.0409,True,29.1081,8.0000
1773224671.035566,7.8789,0.0968,0.1086,-0.0208,-0.0026,0.1164,True,29.1227,8.0000
1773224671.135625,8.0639,0.0718,0.1057,-0.0122,-0.0287,0.0852,True,28.6891,8.0000
1773224671.236849,7.9794,-0.0284,0.0885,-0.0081,-0.1702,0.0413,True,28.4810,8.0000
1773224671.337667,7.9979,0.0714,0.0887,-0.0110,0.0017,-0.0290,True,28.1114,8.0000
1773224671.435832,7.9486,0.0601,0.0816,-0.0039,-0.0723,0.0723,True,28.2944,7.9930
1773224671.535953,8.1014,0.0103,0.0670,-0.0028,-0.1458,0.0111,True,27.9569,8.0000
1773224671.635598,8.0864,0.0058,0.0630,-0.0094,-0.0401,-0.0667,True,27.7303,8.0000
1773224671.735508,7.9724,0.0065,0.0571,-0.0113,-0.0587,-0.0186,True,27.4983,8.0000
1773224671.839048,8.2193,0.1066,0.0624,-0.0014,0.0507,0.0959,True,27.2688,8.0000
1773224671.936888,8.0915,0.1067,0.0693,-0.0021,0.0709,-0.0079,True,26.9288,8.0000
1773224672.035786,7.9975,0.0576,0.0643,-0.0024,-0.0510,-0.0027,True,26.7851,8.0000
1773224672.135509,7.8853,0.1076,0.0981,0.0077,0.3397,0.1015,True,26.7633,7.9995
1773224672.235820,8.0889,-0.0425,0.0819,0.0001,-0.1620,-0.0764,True,26.3370,8.0000
1773224672.336264,8.1221,-0.0431,0.0832,0.0005,0.0134,0.0045,True,26.2929,8.0000
1773224672.435474,7.8474,-0.0427,0.0564,0.0008,-0.2710,0.0028,True,25.8704,8.0000
1773224672.535512,8.0878,-0.0430,0.0579,-0.0020,0.0150,-0.0276,True,26.0779,8.0000
1773224672.635775,8.1315,-0.0620,0.0527,-0.0148,-0.0514,-0.1276,True,25.5944,8.0000
1773224672.735546,8.1931,-0.0121,0.0385,-0.0067,-0.1420,0.0808,True,25.6000,8.0000
1773224672.844042,7.9302,-0.0120,0.0219,-0.0079,-0.1530,-0.0113,True,25.0692,8.0000
1773224672.944056,7.9415,0.0942,0.0428,-0.0095,0.2082,-0.0158,True,25.1930,8.0000
1773224673.035589,7.9734,0.0441,0.0341,-0.0063,-0.0951,0.0355,True,24.9958,8.0000
1773224673.138948,7.8067,0.0071,0.0268,-0.0081,-0.0701,-0.0180,True,24.6736,8.0000
1773224673.235738,8.0607,0.0528,0.0253,-0.0120,-0.0158,-0.0396,True,24.6346,8.0000
1773224673.344874,7.8911,0.0027,0.0209,-0.0060,-0.0398,0.0549,True,24.6346,8.0000
1773224673.440004,8.0282,0.0204,0.0182,-0.0178,-0.0287,-0.1241,True,24.2807,8.0000
1773224673.542650,7.8502,-0.0395,0.0028,-0.0219,-0.1499,-0.0397,True,23.8817,7.9880
1773224673.635813,8.1317,-0.0411,-0.0023,-0.0223,-0.0544,-0.0045,True,23.8817,7.9804
1773224673.759797,7.8252,-0.0363,-0.0102,-0.0191,-0.0643,0.0256,True,23.6407,7.9861
1773224673.846822,8.0052,-0.0399,-0.0138,-0.0104,-0.0409,0.0997,True,23.7956,8.0000
1773224673.967426,8.0052,0.0073,-0.0093,-0.0058,0.0373,0.0380,True,23.6464,8.0000
1773224674.045258,8.0924,0.0159,-0.0056,0.0066,0.0480,0.1605,True,23.1142,7.9972
1773224674.152532,8.0810,0.0532,0.0177,0.0043,0.2170,-0.0216,True,23.0954,8.0000
1773224674.244959,7.9095,-0.0248,0.0135,-0.0071,-0.0453,-0.1238,True,23.0954,8.0000
1773224674.339916,7.9243,-0.0295,0.0035,-0.0038,-0.1057,0.0349,True,22.8411,7.9952
1773224674.435987,7.7829,-0.0930,-0.0043,-0.0003,-0.0813,0.0363,True,22.2695,7.9369
